"","id","X.checking_status.","X.duration.","X.credit_history.","X.purpose.","X.credit_amount.","X.savings_status.","X.employment.","X.installment_commitment.","X.personal_status.","X.other_parties.","X.residence_since.","X.property_magnitude.","X.age.","X.other_payment_plans.","X.housing.","X.existing_credits.","X.job.","X.num_dependents.","X.own_telephone.","X.foreign_worker.","X.class."
"493",493,"no checking",6,"critical/other existing credit","radio/tv",1237,"100<=X<500","1<=X<4",1,"female div/dep/mar","none",1,"life insurance",27,"none","own",2,"skilled",1,"none","yes","good"
"494",494,"0<=X<200",6,"existing paid","radio/tv",368,"no known savings",">=7",4,"male single","none",4,"life insurance",38,"none","own",1,"skilled",1,"none","yes","good"
"495",495,"<0",12,"critical/other existing credit","new car",2122,"<100","1<=X<4",3,"male single","none",2,"real estate",39,"none","rent",2,"unskilled resident",2,"none","no","good"
"496",496,"<0",24,"existing paid","furniture/equipment",2996,"no known savings","1<=X<4",2,"male mar/wid","none",4,"car",20,"none","own",1,"skilled",1,"none","yes","bad"
"497",497,"0<=X<200",36,"existing paid","furniture/equipment",9034,"100<=X<500","<1",4,"male single","co applicant",1,"no known property",29,"none","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"498",498,"no checking",24,"critical/other existing credit","furniture/equipment",1585,"<100","4<=X<7",4,"male single","none",3,"life insurance",40,"none","own",2,"skilled",1,"none","yes","good"
"499",499,"0<=X<200",18,"existing paid","radio/tv",1301,"<100",">=7",4,"male mar/wid","guarantor",2,"real estate",32,"none","own",1,"unskilled resident",1,"none","yes","good"
"500",500,">=200",6,"critical/other existing credit","new car",1323,"100<=X<500",">=7",2,"male div/sep","none",4,"car",28,"none","own",2,"skilled",2,"yes","yes","good"
"501",501,"<0",24,"existing paid","new car",3123,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",27,"none","own",1,"skilled",1,"none","yes","bad"
"502",502,"<0",36,"existing paid","used car",5493,"<100",">=7",2,"male single","none",4,"no known property",42,"none","for free",1,"skilled",2,"none","yes","good"
"503",503,">=200",9,"existing paid","radio/tv",1126,"100<=X<500",">=7",2,"male div/sep","none",4,"real estate",49,"none","own",1,"skilled",1,"none","yes","good"
"504",504,"0<=X<200",24,"critical/other existing credit","radio/tv",1216,"100<=X<500","<1",4,"male single","none",4,"no known property",38,"bank","own",2,"skilled",2,"none","yes","bad"
"505",505,"<0",24,"existing paid","new car",1207,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",24,"none","rent",1,"skilled",1,"none","yes","bad"
"506",506,"no checking",10,"existing paid","new car",1309,"no known savings","1<=X<4",4,"male single","guarantor",4,"life insurance",27,"none","own",1,"unskilled resident",1,"none","yes","bad"
"507",507,">=200",15,"critical/other existing credit","used car",2360,"500<=X<1000","1<=X<4",2,"male single","none",2,"car",36,"none","own",1,"skilled",1,"yes","yes","good"
"508",508,"0<=X<200",15,"all paid","new car",6850,"100<=X<500","unemployed",1,"male single","none",2,"life insurance",34,"none","own",1,"high qualif/self emp/mgmt",2,"yes","yes","bad"
"509",509,"no checking",24,"existing paid","radio/tv",1413,"<100","1<=X<4",4,"male mar/wid","none",2,"life insurance",28,"none","own",1,"skilled",1,"none","yes","good"
"510",510,"no checking",39,"existing paid","used car",8588,"100<=X<500",">=7",4,"male single","none",2,"car",45,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"511",511,"<0",12,"existing paid","new car",759,"<100","4<=X<7",4,"male single","none",2,"real estate",26,"none","own",1,"skilled",1,"none","yes","bad"
"512",512,"no checking",36,"existing paid","used car",4686,"<100","1<=X<4",2,"male single","none",2,"no known property",32,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"513",513,">=200",15,"existing paid","business",2687,"<100","4<=X<7",2,"male single","none",4,"life insurance",26,"none","rent",1,"skilled",1,"yes","yes","good"
"514",514,"0<=X<200",12,"delayed previously","radio/tv",585,"<100","1<=X<4",4,"male mar/wid","co applicant",4,"real estate",20,"none","rent",2,"skilled",1,"none","yes","good"
"515",515,"no checking",24,"existing paid","new car",2255,"no known savings","<1",4,"male single","none",1,"life insurance",54,"none","own",1,"skilled",1,"none","yes","good"
"516",516,"<0",6,"critical/other existing credit","new car",609,"<100","4<=X<7",4,"female div/dep/mar","none",3,"life insurance",37,"none","own",2,"skilled",1,"none","no","good"
"517",517,"<0",6,"critical/other existing credit","new car",1361,"<100","<1",2,"male single","none",4,"real estate",40,"none","own",1,"unskilled resident",2,"none","no","good"
"518",518,"no checking",36,"critical/other existing credit","furniture/equipment",7127,"<100","<1",2,"female div/dep/mar","none",4,"life insurance",23,"none","rent",2,"skilled",1,"yes","yes","bad"
"519",519,"<0",6,"existing paid","new car",1203,"100<=X<500",">=7",3,"male single","none",2,"life insurance",43,"none","own",1,"skilled",1,"yes","yes","good"
"520",520,"no checking",6,"critical/other existing credit","radio/tv",700,"no known savings",">=7",4,"male single","none",4,"no known property",36,"none","for free",2,"skilled",1,"none","yes","good"
"521",521,"no checking",24,"critical/other existing credit","repairs",5507,"<100",">=7",3,"male single","none",4,"no known property",44,"none","for free",2,"skilled",1,"none","yes","good"
"522",522,"<0",18,"existing paid","radio/tv",3190,"<100","1<=X<4",2,"female div/dep/mar","none",2,"real estate",24,"none","own",1,"skilled",1,"none","yes","bad"
"523",523,"<0",48,"no credits/all paid","furniture/equipment",7119,"<100","1<=X<4",3,"male single","none",4,"no known property",53,"none","for free",2,"skilled",2,"none","yes","bad"
"524",524,"no checking",24,"existing paid","used car",3488,"100<=X<500","4<=X<7",3,"female div/dep/mar","none",4,"car",23,"none","own",1,"skilled",1,"none","yes","good"
"525",525,"0<=X<200",18,"existing paid","radio/tv",1113,"<100","1<=X<4",4,"female div/dep/mar","guarantor",4,"real estate",26,"none","own",1,"unskilled resident",2,"none","yes","good"
"526",526,"0<=X<200",26,"existing paid","used car",7966,"<100","<1",2,"male single","none",3,"car",30,"none","own",2,"skilled",1,"none","yes","good"
"527",527,"no checking",15,"critical/other existing credit","education",1532,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",3,"car",31,"none","own",1,"skilled",1,"none","yes","good"
"528",528,"no checking",4,"critical/other existing credit","radio/tv",1503,"<100","4<=X<7",2,"male single","none",1,"real estate",42,"none","own",2,"unskilled resident",2,"none","yes","good"
"529",529,"<0",36,"existing paid","radio/tv",2302,"<100","1<=X<4",4,"male div/sep","none",4,"car",31,"none","rent",1,"skilled",1,"none","yes","bad"
"530",530,"<0",6,"existing paid","new car",662,"<100","<1",3,"male single","none",4,"real estate",41,"none","own",1,"unskilled resident",2,"yes","yes","good"
"531",531,"0<=X<200",36,"existing paid","education",2273,"<100","4<=X<7",3,"male single","none",1,"car",32,"none","own",2,"skilled",2,"none","yes","good"
"532",532,"0<=X<200",15,"existing paid","new car",2631,"100<=X<500","1<=X<4",2,"female div/dep/mar","none",4,"car",28,"none","rent",2,"skilled",1,"yes","yes","bad"
"533",533,"no checking",12,"delayed previously","used car",1503,"<100","1<=X<4",4,"male mar/wid","none",4,"real estate",41,"none","rent",1,"skilled",1,"none","yes","good"
"534",534,"no checking",24,"existing paid","radio/tv",1311,"100<=X<500","4<=X<7",4,"male mar/wid","none",3,"life insurance",26,"none","own",1,"skilled",1,"yes","yes","good"
"535",535,"no checking",24,"existing paid","radio/tv",3105,"no known savings","<1",4,"male single","none",2,"car",25,"none","own",2,"skilled",1,"none","yes","good"
"536",536,">=200",21,"critical/other existing credit","education",2319,"<100","<1",2,"male div/sep","none",1,"car",33,"none","rent",1,"skilled",1,"none","yes","bad"
"537",537,"<0",6,"existing paid","new car",1374,"no known savings","unemployed",4,"female div/dep/mar","none",3,"life insurance",75,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"538",538,"0<=X<200",18,"critical/other existing credit","furniture/equipment",3612,"<100",">=7",3,"female div/dep/mar","none",4,"life insurance",37,"none","own",1,"skilled",1,"yes","yes","good"
"539",539,"<0",48,"existing paid","new car",7763,"<100",">=7",4,"male single","none",4,"no known property",42,"bank","for free",1,"high qualif/self emp/mgmt",1,"none","yes","bad"
"540",540,">=200",18,"existing paid","furniture/equipment",3049,"<100","<1",1,"female div/dep/mar","none",1,"life insurance",45,"stores","own",1,"unskilled resident",1,"none","yes","good"
"541",541,"0<=X<200",12,"existing paid","radio/tv",1534,"<100","<1",1,"male mar/wid","none",1,"real estate",23,"none","rent",1,"skilled",1,"none","yes","bad"
"542",542,"no checking",24,"delayed previously","new car",2032,"<100",">=7",4,"male single","none",4,"no known property",60,"none","for free",2,"skilled",1,"yes","yes","good"
"543",543,"<0",30,"existing paid","furniture/equipment",6350,"no known savings",">=7",4,"male single","none",4,"life insurance",31,"none","own",1,"skilled",1,"none","yes","bad"
"544",544,">=200",18,"existing paid","furniture/equipment",2864,"<100","1<=X<4",2,"male single","none",1,"real estate",34,"none","own",1,"unskilled resident",2,"none","yes","bad"
"545",545,"no checking",12,"critical/other existing credit","new car",1255,"<100",">=7",4,"male single","none",4,"real estate",61,"none","own",2,"unskilled resident",1,"none","yes","good"
"546",546,"<0",24,"delayed previously","new car",1333,"<100","unemployed",4,"male single","none",2,"real estate",43,"none","for free",2,"skilled",2,"none","yes","bad"
"547",547,"no checking",24,"critical/other existing credit","new car",2022,"<100","1<=X<4",4,"female div/dep/mar","none",4,"car",37,"none","own",1,"skilled",1,"yes","yes","good"
"548",548,"no checking",24,"existing paid","radio/tv",1552,"<100","4<=X<7",3,"male single","none",1,"car",32,"bank","own",1,"skilled",2,"none","yes","good"
"549",549,"<0",12,"all paid","radio/tv",626,"<100","1<=X<4",4,"female div/dep/mar","none",4,"real estate",24,"bank","own",1,"unskilled resident",1,"none","yes","bad"
"550",550,"no checking",48,"critical/other existing credit","used car",8858,"no known savings","4<=X<7",2,"male single","none",1,"no known property",35,"none","for free",2,"skilled",1,"yes","yes","good"
"551",551,"no checking",12,"critical/other existing credit","repairs",996,"no known savings","4<=X<7",4,"female div/dep/mar","none",4,"real estate",23,"none","own",2,"skilled",1,"none","yes","good"
"552",552,"no checking",6,"all paid","radio/tv",1750,"500<=X<1000",">=7",2,"male single","none",4,"life insurance",45,"bank","own",1,"unskilled resident",2,"none","yes","good"
"553",553,"<0",48,"existing paid","radio/tv",6999,"<100","4<=X<7",1,"male mar/wid","guarantor",1,"real estate",34,"none","own",2,"skilled",1,"yes","yes","bad"
"554",554,"0<=X<200",12,"critical/other existing credit","new car",1995,"100<=X<500","<1",4,"male single","none",1,"car",27,"none","own",1,"skilled",1,"none","yes","good"
"555",555,"0<=X<200",9,"existing paid","education",1199,"<100","4<=X<7",4,"female div/dep/mar","none",4,"life insurance",67,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"556",556,"0<=X<200",12,"existing paid","radio/tv",1331,"<100","<1",2,"male single","none",1,"car",22,"stores","own",1,"skilled",1,"none","yes","bad"
"557",557,"0<=X<200",18,"no credits/all paid","new car",2278,"100<=X<500","<1",3,"female div/dep/mar","none",3,"car",28,"none","own",2,"skilled",1,"none","yes","bad"
"558",558,"no checking",21,"no credits/all paid","new car",5003,"no known savings","1<=X<4",1,"female div/dep/mar","none",4,"life insurance",29,"bank","own",2,"skilled",1,"yes","yes","bad"
"559",559,"<0",24,"all paid","furniture/equipment",3552,"<100","4<=X<7",3,"male single","none",4,"car",27,"bank","own",1,"skilled",1,"none","yes","bad"
"560",560,"0<=X<200",18,"critical/other existing credit","furniture/equipment",1928,"<100","<1",2,"male single","none",2,"real estate",31,"none","own",2,"unskilled resident",1,"none","yes","bad"
"561",561,"<0",24,"existing paid","used car",2964,"no known savings",">=7",4,"male single","none",4,"no known property",49,"bank","for free",1,"skilled",2,"yes","yes","good"
"562",562,"<0",24,"all paid","radio/tv",1546,"<100","4<=X<7",4,"male single","guarantor",4,"car",24,"bank","rent",1,"unskilled resident",1,"none","yes","bad"
"563",563,">=200",6,"delayed previously","radio/tv",683,"<100","<1",2,"female div/dep/mar","none",1,"life insurance",29,"bank","own",1,"skilled",1,"none","yes","good"
"564",564,"0<=X<200",36,"existing paid","new car",12389,"no known savings","1<=X<4",1,"male single","none",4,"no known property",37,"none","for free",1,"skilled",1,"yes","yes","bad"
"565",565,"0<=X<200",24,"delayed previously","business",4712,"no known savings","1<=X<4",4,"male single","none",2,"life insurance",37,"bank","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"566",566,"0<=X<200",24,"delayed previously","radio/tv",1553,"100<=X<500","4<=X<7",3,"female div/dep/mar","none",2,"life insurance",23,"none","rent",2,"skilled",1,"yes","yes","good"
"567",567,"<0",12,"existing paid","new car",1372,"<100","4<=X<7",2,"male div/sep","none",3,"car",36,"none","own",1,"skilled",1,"none","yes","bad"
"568",568,"no checking",24,"critical/other existing credit","radio/tv",2578,">=1000",">=7",2,"male single","none",2,"car",34,"none","own",1,"skilled",1,"none","yes","good"
"569",569,"0<=X<200",48,"existing paid","radio/tv",3979,"no known savings","4<=X<7",4,"male single","none",1,"car",41,"none","own",2,"skilled",2,"yes","yes","good"
"570",570,"<0",48,"existing paid","radio/tv",6758,"<100","1<=X<4",3,"female div/dep/mar","none",2,"car",31,"none","own",1,"skilled",1,"yes","yes","bad"
"571",571,"<0",24,"existing paid","furniture/equipment",3234,"<100","<1",4,"female div/dep/mar","none",4,"real estate",23,"none","rent",1,"unskilled resident",1,"yes","yes","bad"
"572",572,"no checking",30,"critical/other existing credit","radio/tv",5954,"<100","4<=X<7",3,"male single","co applicant",2,"car",38,"none","own",1,"skilled",1,"none","yes","good"
"573",573,"no checking",24,"existing paid","used car",5433,"no known savings","unemployed",2,"female div/dep/mar","none",4,"life insurance",26,"none","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"574",574,"<0",15,"existing paid","business",806,"<100","1<=X<4",4,"female div/dep/mar","none",4,"life insurance",22,"none","own",1,"unskilled resident",1,"none","yes","good"
"575",575,"0<=X<200",9,"existing paid","radio/tv",1082,"<100",">=7",4,"male single","none",4,"car",27,"none","own",2,"unskilled resident",1,"none","yes","good"
"576",576,"no checking",15,"critical/other existing credit","furniture/equipment",2788,"<100","4<=X<7",2,"female div/dep/mar","co applicant",3,"car",24,"bank","own",2,"skilled",1,"none","yes","good"
"577",577,"0<=X<200",12,"existing paid","radio/tv",2930,"<100","4<=X<7",2,"female div/dep/mar","none",1,"real estate",27,"none","own",1,"skilled",1,"none","yes","good"
"578",578,"no checking",24,"critical/other existing credit","education",1927,"no known savings","1<=X<4",3,"female div/dep/mar","none",2,"car",33,"none","own",2,"skilled",1,"yes","yes","good"
"579",579,"0<=X<200",36,"critical/other existing credit","new car",2820,"<100","<1",4,"male div/sep","none",4,"car",27,"none","own",2,"skilled",1,"none","yes","bad"
"580",580,"no checking",24,"existing paid","retraining",937,"<100","<1",4,"male mar/wid","none",3,"car",27,"none","own",2,"unskilled resident",1,"none","yes","good"
"581",581,"0<=X<200",18,"critical/other existing credit","new car",1056,"<100",">=7",3,"male single","guarantor",3,"real estate",30,"bank","own",2,"skilled",1,"none","yes","bad"
"582",582,"0<=X<200",12,"critical/other existing credit","new car",3124,"<100","<1",1,"male single","none",3,"real estate",49,"bank","own",2,"unskilled resident",2,"none","yes","good"
"583",583,"no checking",9,"existing paid","furniture/equipment",1388,"<100","1<=X<4",4,"female div/dep/mar","none",2,"real estate",26,"none","rent",1,"skilled",1,"none","yes","good"
"584",584,"0<=X<200",36,"existing paid","repairs",2384,"<100","<1",4,"male single","none",1,"no known property",33,"none","rent",1,"unskilled resident",1,"none","yes","bad"
"585",585,"no checking",12,"existing paid","new car",2133,"no known savings",">=7",4,"female div/dep/mar","none",4,"no known property",52,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"586",586,"<0",18,"existing paid","furniture/equipment",2039,"<100","1<=X<4",1,"female div/dep/mar","none",4,"real estate",20,"bank","rent",1,"skilled",1,"none","yes","bad"
"587",587,"<0",9,"critical/other existing credit","new car",2799,"<100","1<=X<4",2,"male single","none",2,"real estate",36,"none","rent",2,"skilled",2,"none","yes","good"
"588",588,"<0",12,"existing paid","furniture/equipment",1289,"<100","1<=X<4",4,"male single","guarantor",1,"life insurance",21,"none","own",1,"unskilled resident",1,"none","yes","good"
"589",589,"<0",18,"existing paid","domestic appliance",1217,"<100","1<=X<4",4,"male mar/wid","none",3,"real estate",47,"none","own",1,"unskilled resident",1,"yes","yes","bad"
"590",590,"<0",12,"critical/other existing credit","furniture/equipment",2246,"<100",">=7",3,"male single","none",3,"life insurance",60,"none","own",2,"skilled",1,"none","yes","bad"
"591",591,"<0",12,"critical/other existing credit","radio/tv",385,"<100","4<=X<7",4,"female div/dep/mar","none",3,"real estate",58,"none","own",4,"unskilled resident",1,"yes","yes","good"
"592",592,"0<=X<200",24,"delayed previously","new car",1965,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"car",42,"none","rent",2,"skilled",1,"yes","yes","good"
"593",593,"no checking",21,"existing paid","business",1572,">=1000",">=7",4,"female div/dep/mar","none",4,"real estate",36,"bank","own",1,"unskilled resident",1,"none","yes","good"
"594",594,"0<=X<200",24,"existing paid","new car",2718,"<100","1<=X<4",3,"female div/dep/mar","none",4,"life insurance",20,"none","rent",1,"unskilled resident",1,"yes","yes","bad"
"595",595,"<0",24,"all paid","other",1358,"no known savings",">=7",4,"male single","none",3,"car",40,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"596",596,"0<=X<200",6,"all paid","new car",931,"100<=X<500","<1",1,"female div/dep/mar","none",1,"life insurance",32,"stores","own",1,"unskilled resident",1,"none","yes","bad"
"597",597,"<0",24,"existing paid","new car",1442,"<100","4<=X<7",4,"female div/dep/mar","none",4,"car",23,"none","rent",2,"skilled",1,"none","yes","bad"
"598",598,"0<=X<200",24,"no credits/all paid","business",4241,"<100","1<=X<4",1,"male single","none",4,"real estate",36,"none","own",3,"unskilled resident",1,"yes","yes","bad"
"599",599,"no checking",18,"critical/other existing credit","new car",2775,"<100","4<=X<7",2,"male single","none",2,"life insurance",31,"bank","own",2,"skilled",1,"none","yes","bad"
"600",600,"no checking",24,"delayed previously","business",3863,"<100","1<=X<4",1,"male single","none",2,"no known property",32,"none","for free",1,"skilled",1,"none","yes","good"
"601",601,"0<=X<200",7,"existing paid","radio/tv",2329,"<100","<1",1,"female div/dep/mar","guarantor",1,"real estate",45,"none","own",1,"skilled",1,"none","yes","good"
"602",602,"0<=X<200",9,"existing paid","furniture/equipment",918,"<100","1<=X<4",4,"female div/dep/mar","none",1,"life insurance",30,"none","own",1,"skilled",1,"none","yes","bad"
"603",603,"0<=X<200",24,"all paid","education",1837,"<100","4<=X<7",4,"female div/dep/mar","none",4,"no known property",34,"bank","for free",1,"unskilled resident",1,"none","yes","bad"
"604",604,"no checking",36,"existing paid","furniture/equipment",3349,"<100","1<=X<4",4,"female div/dep/mar","none",2,"car",28,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"605",605,">=200",10,"existing paid","furniture/equipment",1275,"<100","<1",4,"female div/dep/mar","none",2,"life insurance",23,"none","own",1,"skilled",1,"none","yes","good"
"606",606,"<0",24,"all paid","furniture/equipment",2828,"500<=X<1000","1<=X<4",4,"male single","none",4,"real estate",22,"stores","own",1,"skilled",1,"yes","yes","good"
"607",607,"no checking",24,"critical/other existing credit","business",4526,"<100","1<=X<4",3,"male single","none",2,"real estate",74,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"608",608,"0<=X<200",36,"existing paid","radio/tv",2671,"100<=X<500","1<=X<4",4,"female div/dep/mar","co applicant",4,"no known property",50,"none","for free",1,"skilled",1,"none","yes","bad"
"609",609,"no checking",18,"existing paid","radio/tv",2051,"<100","<1",4,"male single","none",1,"real estate",33,"none","own",1,"skilled",1,"none","yes","good"
"610",610,"no checking",15,"existing paid","used car",1300,"no known savings",">=7",4,"male single","none",4,"no known property",45,"bank","for free",1,"skilled",2,"none","yes","good"
"611",611,"<0",12,"existing paid","domestic appliance",741,"100<=X<500","unemployed",4,"female div/dep/mar","none",3,"life insurance",22,"none","own",1,"skilled",1,"none","yes","bad"
"612",612,">=200",10,"existing paid","new car",1240,"100<=X<500",">=7",1,"female div/dep/mar","none",4,"no known property",48,"none","for free",1,"unskilled resident",2,"none","yes","bad"
"613",613,"<0",21,"existing paid","radio/tv",3357,">=1000","<1",4,"female div/dep/mar","none",2,"car",29,"bank","own",1,"skilled",1,"none","yes","good"
"614",614,"<0",24,"all paid","used car",3632,"<100","1<=X<4",1,"female div/dep/mar","guarantor",4,"car",22,"bank","rent",1,"skilled",1,"none","no","good"
"615",615,"no checking",18,"delayed previously","furniture/equipment",1808,"<100","4<=X<7",4,"female div/dep/mar","none",1,"real estate",22,"none","own",1,"skilled",1,"none","yes","bad"
"616",616,"0<=X<200",48,"no credits/all paid","business",12204,"no known savings","1<=X<4",2,"male single","none",2,"car",48,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"617",617,"0<=X<200",60,"delayed previously","radio/tv",9157,"no known savings","1<=X<4",2,"male single","none",2,"no known property",27,"none","for free",1,"high qualif/self emp/mgmt",1,"none","yes","good"
"618",618,"<0",6,"critical/other existing credit","new car",3676,"<100","1<=X<4",1,"male single","none",3,"real estate",37,"none","rent",3,"skilled",2,"none","yes","good"
"619",619,"0<=X<200",30,"existing paid","furniture/equipment",3441,"100<=X<500","1<=X<4",2,"female div/dep/mar","co applicant",4,"car",21,"none","rent",1,"skilled",1,"none","yes","bad"
"620",620,"no checking",12,"existing paid","new car",640,"<100","1<=X<4",4,"male div/sep","none",2,"real estate",49,"none","own",1,"unskilled resident",1,"none","yes","good"
"621",621,"0<=X<200",21,"critical/other existing credit","business",3652,"<100","4<=X<7",2,"male single","none",3,"life insurance",27,"none","own",2,"skilled",1,"none","yes","good"
"622",622,"no checking",18,"critical/other existing credit","new car",1530,"<100","1<=X<4",3,"male single","none",2,"life insurance",32,"bank","own",2,"skilled",1,"none","yes","bad"
"623",623,"no checking",48,"existing paid","business",3914,"no known savings","1<=X<4",4,"male div/sep","none",2,"real estate",38,"bank","own",1,"skilled",1,"none","yes","bad"
"624",624,"<0",12,"existing paid","furniture/equipment",1858,"<100","<1",4,"female div/dep/mar","none",1,"car",22,"none","rent",1,"skilled",1,"none","yes","good"
"625",625,"<0",18,"existing paid","radio/tv",2600,"<100","1<=X<4",4,"male single","none",4,"no known property",65,"none","for free",2,"skilled",1,"none","yes","bad"
"626",626,"no checking",15,"existing paid","radio/tv",1979,"no known savings",">=7",4,"male single","none",2,"car",35,"none","own",1,"skilled",1,"none","yes","good"
"627",627,">=200",6,"existing paid","furniture/equipment",2116,"<100","1<=X<4",2,"male single","none",2,"real estate",41,"none","own",1,"skilled",1,"yes","yes","good"
"628",628,"0<=X<200",9,"all paid","new car",1437,"100<=X<500","4<=X<7",2,"male single","none",3,"no known property",29,"none","own",1,"skilled",1,"none","yes","bad"
"629",629,"no checking",42,"critical/other existing credit","furniture/equipment",4042,"500<=X<1000","1<=X<4",4,"male single","none",4,"real estate",36,"none","own",2,"skilled",1,"yes","yes","good"
"630",630,"no checking",9,"existing paid","education",3832,"no known savings",">=7",1,"male single","none",4,"real estate",64,"none","own",1,"unskilled resident",1,"none","yes","good"
"631",631,"<0",24,"existing paid","radio/tv",3660,"<100","1<=X<4",2,"female div/dep/mar","none",4,"car",28,"none","own",1,"skilled",1,"none","yes","good"
"632",632,"<0",18,"all paid","furniture/equipment",1553,"<100","1<=X<4",4,"male single","none",3,"car",44,"bank","own",1,"skilled",1,"none","yes","bad"
"633",633,"0<=X<200",15,"existing paid","radio/tv",1444,"no known savings","<1",4,"male single","none",1,"life insurance",23,"none","own",1,"skilled",1,"none","yes","good"
"634",634,"no checking",9,"existing paid","furniture/equipment",1980,"<100","<1",2,"female div/dep/mar","co applicant",2,"car",19,"none","rent",2,"skilled",1,"none","yes","bad"
"635",635,"0<=X<200",24,"existing paid","new car",1355,"<100","<1",3,"female div/dep/mar","none",4,"car",25,"none","own",1,"unskilled resident",1,"yes","yes","bad"
"636",636,"no checking",12,"existing paid","education",1393,"<100",">=7",4,"male single","none",4,"life insurance",47,"bank","own",3,"skilled",2,"yes","yes","good"
"637",637,"no checking",24,"existing paid","radio/tv",1376,"500<=X<1000","4<=X<7",4,"female div/dep/mar","none",1,"car",28,"none","own",1,"skilled",1,"none","yes","good"
"638",638,"no checking",60,"delayed previously","radio/tv",15653,"<100","4<=X<7",2,"male single","none",4,"car",21,"none","own",2,"skilled",1,"yes","yes","good"
"639",639,"no checking",12,"existing paid","radio/tv",1493,"<100","<1",4,"female div/dep/mar","none",3,"car",34,"none","own",1,"skilled",2,"none","yes","good"
"640",640,"<0",42,"delayed previously","radio/tv",4370,"<100","4<=X<7",3,"male single","none",2,"life insurance",26,"bank","own",2,"skilled",2,"yes","yes","bad"
"641",641,"<0",18,"existing paid","education",750,"<100","unemployed",4,"female div/dep/mar","none",1,"real estate",27,"none","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"642",642,"0<=X<200",15,"existing paid","repairs",1308,"<100",">=7",4,"male single","none",4,"car",38,"none","own",2,"unskilled resident",1,"none","yes","good"
"643",643,"no checking",15,"existing paid","education",4623,"100<=X<500","1<=X<4",3,"male single","none",2,"life insurance",40,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"644",644,"no checking",24,"critical/other existing credit","radio/tv",1851,"<100","4<=X<7",4,"male mar/wid","guarantor",2,"car",33,"none","own",2,"skilled",1,"yes","yes","good"
"645",645,"<0",18,"critical/other existing credit","radio/tv",1880,"<100","4<=X<7",4,"male mar/wid","none",1,"life insurance",32,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","good"
"646",646,"no checking",36,"delayed previously","business",7980,"no known savings","<1",4,"male single","none",4,"car",27,"none","rent",2,"skilled",1,"yes","yes","bad"
"647",647,"<0",30,"no credits/all paid","furniture/equipment",4583,"<100","1<=X<4",2,"male div/sep","guarantor",2,"real estate",32,"none","own",2,"skilled",1,"none","yes","good"
"648",648,"no checking",12,"existing paid","new car",1386,"500<=X<1000","1<=X<4",2,"female div/dep/mar","none",2,"life insurance",26,"none","own",1,"skilled",1,"none","yes","bad"
"649",649,">=200",24,"existing paid","new car",947,"<100","4<=X<7",4,"male single","none",3,"no known property",38,"bank","for free",1,"skilled",2,"none","yes","bad"
"650",650,"<0",12,"existing paid","education",684,"<100","1<=X<4",4,"male single","none",4,"car",40,"none","rent",1,"unskilled resident",2,"none","yes","bad"
"651",651,"<0",48,"existing paid","education",7476,"<100","4<=X<7",4,"male single","none",1,"no known property",50,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good"
"652",652,"0<=X<200",12,"existing paid","furniture/equipment",1922,"<100","1<=X<4",4,"male single","none",2,"life insurance",37,"none","own",1,"unskilled resident",1,"none","yes","bad"
"653",653,"<0",24,"existing paid","new car",2303,"<100",">=7",4,"male single","co applicant",1,"real estate",45,"none","own",1,"skilled",1,"none","yes","bad"
"654",654,"0<=X<200",36,"delayed previously","new car",8086,"100<=X<500",">=7",2,"male single","none",4,"car",42,"none","own",4,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"655",655,"no checking",24,"critical/other existing credit","used car",2346,"<100","4<=X<7",4,"male single","none",3,"car",35,"none","own",2,"skilled",1,"yes","yes","good"
"656",656,"<0",14,"existing paid","new car",3973,"<100","unemployed",1,"male single","none",4,"no known property",22,"none","for free",1,"skilled",1,"none","yes","good"
"657",657,"0<=X<200",12,"existing paid","new car",888,"<100",">=7",4,"male single","none",4,"car",41,"bank","own",1,"unskilled resident",2,"none","yes","bad"
"658",658,"no checking",48,"existing paid","radio/tv",10222,"no known savings","4<=X<7",4,"male single","none",3,"car",37,"stores","own",1,"skilled",1,"yes","yes","good"
